Resistor 1250=1250
Series 1000+9.1+240=1249.1
Series 1000+91+150=1241
Series 1000+91+160=1251
Series 1.1+1100+150=1251.1
Series 1.1+1100+160=1261.1
Series 1.1+1200+39=1240.1
Series 1.1+1200+43=1244.1
Series 1.1+1200+47=1248.1
Series 1.1+1200+51=1252.1
Series 1.1+1200+56=1257.1
Series 1.1+150+1100=1251.1
Series 1.1+160+1100=1261.1
Series 1.1+330+910=1241.1
Series 1.1+39+1200=1240.1
Series 1.1+43+1200=1244.1
Series 1.1+430+820=1251.1
Series 1.1+47+1200=1248.1
Series 1.1+51+1200=1252.1
Series 1.1+510+750=1261.1
Series 1.1+56+1200=1257.1
Series 1.1+560+680=1241.1
Series 1.1+620+620=1241.1
Series 1.1+680+560=1241.1
Series 1.1+750+510=1261.1
Series 1.1+820+430=1251.1
Series 1.1+910+330=1241.1
Series 11+1100+130=1241
Series 11+1100+150=1261
Series 11+1200+27=1238
Series 11+1200+30=1241
Series 11+1200+33=1244
Series 11+1200+36=1247
Series 11+1200+39=1250
Series 11+1200+43=1254
Series 11+1200+47=1258
Series 11+1200+51=1262
Series 11+130+1100=1241
Series 11+150+1100=1261
Series 11+27+1200=1238
Series 11+30+1200=1241
Series 11+33+1200=1244
Series 11+330+910=1251
Series 11+36+1200=1247
Series 11+39+1200=1250
Series 11+43+1200=1254
Series 11+430+820=1261
Series 11+47+1200=1258
Series 11+51+1200=1262
Series 11+560+680=1251
Series 11+620+620=1251
Series 11+680+560=1251
Series 11+820+430=1261
Series 11+910+330=1251
Series 110+1100+30=1240
Series 110+1100+33=1243
Series 110+1100+36=1246
Series 110+1100+39=1249
Series 110+1100+43=1253
Series 110+1100+47=1257
Series 110+1100+51=1261
Series 110+220+910=1240
Series 110+240+910=1260
Series 110+330+820=1260
Series 110+390+750=1250
Series 110+470+680=1260
Series 110+510+620=1240
Series 110+620+510=1240
Series 110+680+470=1260
Series 110+750+390=1250
Series 110+820+330=1260
Series 110+910+220=1240
Series 110+910+240=1260
Series 1100+1.2+150=1251.2
Series 1100+1.2+160=1261.2
Series 1100+12+130=1242
Series 1100+12+150=1262
Series 1100+120+18=1238
Series 1100+120+20=1240
Series 1100+120+22=1242
Series 1100+120+24=1244
Series 1100+120+27=1247
Series 1100+120+30=1250
Series 1100+120+33=1253
Series 1100+120+36=1256
Series 1100+120+39=1259
Series 1100+1.3+150=1251.3
Series 1100+1.3+160=1261.3
Series 1100+13+130=1243
Series 1100+130+12=1242
Series 1100+130+13=1243
Series 1100+130+15=1245
Series 1100+130+16=1246
Series 1100+130+18=1248
Series 1100+130+20=1250
Series 1100+130+22=1252
Series 1100+130+24=1254
Series 1100+130+27=1257
Series 1100+130+30=1260
Series 1100+130+7.5=1237.5
Series 1100+130+8.2=1238.2
Series 1100+130+9.1=1239.1
Series 1100+1.5+150=1251.5
Series 1100+1.5+160=1261.5
Series 1100+15+130=1245
Series 1100+150+1.2=1251.2
Series 1100+150+12=1262
Series 1100+150+1.3=1251.3
Series 1100+150+1.5=1251.5
Series 1100+150+1.6=1251.6
Series 1100+150+1.8=1251.8
Series 1100+150+2=1252
Series 1100+150+2.2=1252.2
Series 1100+150+2.4=1252.4
Series 1100+150+2.7=1252.7
Series 1100+150+3=1253
Series 1100+150+3.3=1253.3
Series 1100+150+3.6=1253.6
Series 1100+150+3.9=1253.9
Series 1100+150+4.3=1254.3
Series 1100+150+4.7=1254.7
Series 1100+150+5.1=1255.1
Series 1100+150+5.6=1255.6
Series 1100+150+6.2=1256.2
Series 1100+150+6.8=1256.8
Series 1100+150+7.5=1257.5
Series 1100+150+8.2=1258.2
Series 1100+150+9.1=1259.1
Series 1100+1.6+150=1251.6
Series 1100+1.6+160=1261.6
Series 1100+16+130=1246
Series 1100+160+1.2=1261.2
Series 1100+160+1.3=1261.3
Series 1100+160+1.5=1261.5
Series 1100+160+1.6=1261.6
Series 1100+160+1.8=1261.8
Series 1100+160+2=1262
Series 1100+160+2.2=1262.2
Series 1100+160+2.4=1262.4
Series 1100+1.8+150=1251.8
Series 1100+1.8+160=1261.8
Series 1100+18+120=1238
Series 1100+18+130=1248
Series 1100+2+150=1252
Series 1100+2+160=1262
Series 1100+20+120=1240
Series 1100+20+130=1250
Series 1100+2.2+150=1252.2
Series 1100+2.2+160=1262.2
Series 1100+22+120=1242
Series 1100+22+130=1252
Series 1100+2.4+150=1252.4
Series 1100+2.4+160=1262.4
Series 1100+24+120=1244
Series 1100+24+130=1254
Series 1100+2.7+150=1252.7
Series 1100+27+120=1247
Series 1100+27+130=1257
Series 1100+3+150=1253
Series 1100+30+120=1250
Series 1100+30+130=1260
Series 1100+3.3+150=1253.3
Series 1100+33+120=1253
Series 1100+3.6+150=1253.6
Series 1100+36+120=1256
Series 1100+3.9+150=1253.9
Series 1100+39+120=1259
Series 1100+4.3+150=1254.3
Series 1100+4.7+150=1254.7
Series 1100+47+91=1238
Series 1100+5.1+150=1255.1
Series 1100+51+91=1242
Series 1100+5.6+150=1255.6
Series 1100+56+82=1238
Series 1100+56+91=1247
Series 1100+6.2+150=1256.2
Series 1100+62+82=1244
Series 1100+62+91=1253
Series 1100+6.8+150=1256.8
Series 1100+68+75=1243
Series 1100+68+82=1250
Series 1100+68+91=1259
Series 1100+7.5+130=1237.5
Series 1100+7.5+150=1257.5
Series 1100+75+68=1243
Series 1100+75+75=1250
Series 1100+75+82=1257
Series 1100+8.2+130=1238.2
Series 1100+8.2+150=1258.2
Series 1100+82+56=1238
Series 1100+82+62=1244
Series 1100+82+68=1250
Series 1100+82+75=1257
Series 1100+9.1+130=1239.1
Series 1100+9.1+150=1259.1
Series 1100+91+47=1238
Series 1100+91+51=1242
Series 1100+91+56=1247
Series 1100+91+62=1253
Series 1100+91+68=1259
Series 1.2+1200+39=1240.2
Series 1.2+1200+43=1244.2
Series 1.2+1200+47=1248.2
Series 1.2+1200+51=1252.2
Series 1.2+1200+56=1257.2
Series 1.2+330+910=1241.2
Series 1.2+39+1200=1240.2
Series 1.2+43+1200=1244.2
Series 1.2+430+820=1251.2
Series 1.2+47+1200=1248.2
Series 1.2+51+1200=1252.2
Series 1.2+510+750=1261.2
Series 1.2+56+1200=1257.2
Series 1.2+560+680=1241.2
Series 1.2+620+620=1241.2
Series 1.2+680+560=1241.2
Series 1.2+750+510=1261.2
Series 1.2+820+430=1251.2
Series 1.2+910+330=1241.2
Series 12+1200+27=1239
Series 12+1200+30=1242
Series 12+1200+33=1245
Series 12+1200+36=1248
Series 12+1200+39=1251
Series 12+1200+43=1255
Series 12+1200+47=1259
Series 12+27+1200=1239
Series 12+30+1200=1242
Series 12+33+1200=1245
Series 12+330+910=1252
Series 12+36+1200=1248
Series 12+39+1200=1251
Series 12+43+1200=1255
Series 12+430+820=1262
Series 12+47+1200=1259
Series 12+560+680=1252
Series 12+620+620=1252
Series 12+680+560=1252
Series 12+820+430=1262
Series 12+910+330=1252
Series 120+220+910=1250
Series 120+300+820=1240
Series 120+390+750=1260
Series 120+510+620=1250
Series 120+560+560=1240
Series 120+620+510=1250
Series 120+750+390=1260
Series 120+820+300=1240
Series 120+910+220=1250
Series 1200+1.3+39=1240.3
Series 1200+1.3+43=1244.3
Series 1200+1.3+47=1248.3
Series 1200+1.3+51=1252.3
Series 1200+1.3+56=1257.3
Series 1200+13+27=1240
Series 1200+13+30=1243
Series 1200+13+33=1246
Series 1200+13+36=1249
Series 1200+13+39=1252
Series 1200+13+43=1256
Series 1200+13+47=1260
Series 1200+1.5+36=1237.5
Series 1200+1.5+39=1240.5
Series 1200+1.5+43=1244.5
Series 1200+1.5+47=1248.5
Series 1200+1.5+51=1252.5
Series 1200+1.5+56=1257.5
Series 1200+15+24=1239
Series 1200+15+27=1242
Series 1200+15+30=1245
Series 1200+15+33=1248
Series 1200+15+36=1251
Series 1200+15+39=1254
Series 1200+15+43=1258
Series 1200+15+47=1262
Series 1200+1.6+36=1237.6
Series 1200+1.6+39=1240.6
Series 1200+1.6+43=1244.6
Series 1200+1.6+47=1248.6
Series 1200+1.6+51=1252.6
Series 1200+1.6+56=1257.6
Series 1200+16+22=1238
Series 1200+16+24=1240
Series 1200+16+27=1243
Series 1200+16+30=1246
Series 1200+16+33=1249
Series 1200+16+36=1252
Series 1200+16+39=1255
Series 1200+16+43=1259
Series 1200+1.8+36=1237.8
Series 1200+1.8+39=1240.8
Series 1200+1.8+43=1244.8
Series 1200+1.8+47=1248.8
Series 1200+1.8+51=1252.8
Series 1200+1.8+56=1257.8
Series 1200+18+20=1238
Series 1200+18+22=1240
Series 1200+18+24=1242
Series 1200+18+27=1245
Series 1200+18+30=1248
Series 1200+18+33=1251
Series 1200+18+36=1254
Series 1200+18+39=1257
Series 1200+18+43=1261
Series 1200+2+36=1238
Series 1200+2+39=1241
Series 1200+2+43=1245
Series 1200+2+47=1249
Series 1200+2+51=1253
Series 1200+2+56=1258
Series 1200+20+18=1238
Series 1200+20+20=1240
Series 1200+20+22=1242
Series 1200+20+24=1244
Series 1200+20+27=1247
Series 1200+20+30=1250
Series 1200+20+33=1253
Series 1200+20+36=1256
Series 1200+20+39=1259
Series 1200+2.2+36=1238.2
Series 1200+2.2+39=1241.2
Series 1200+2.2+43=1245.2
Series 1200+2.2+47=1249.2
Series 1200+2.2+51=1253.2
Series 1200+2.2+56=1258.2
Series 1200+22+16=1238
Series 1200+22+18=1240
Series 1200+22+20=1242
Series 1200+22+22=1244
Series 1200+22+24=1246
Series 1200+22+27=1249
Series 1200+22+30=1252
Series 1200+22+33=1255
Series 1200+22+36=1258
Series 1200+22+39=1261
Series 1200+2.4+36=1238.4
Series 1200+2.4+39=1241.4
Series 1200+2.4+43=1245.4
Series 1200+2.4+47=1249.4
Series 1200+2.4+51=1253.4
Series 1200+2.4+56=1258.4
Series 1200+24+15=1239
Series 1200+24+16=1240
Series 1200+24+18=1242
Series 1200+24+20=1244
Series 1200+24+22=1246
Series 1200+24+24=1248
Series 1200+24+27=1251
Series 1200+24+30=1254
Series 1200+24+33=1257
Series 1200+24+36=1260
Series 1200+2.7+36=1238.7
Series 1200+2.7+39=1241.7
Series 1200+2.7+43=1245.7
Series 1200+2.7+47=1249.7
Series 1200+2.7+51=1253.7
Series 1200+2.7+56=1258.7
Series 1200+27+13=1240
Series 1200+27+15=1242
Series 1200+27+16=1243
Series 1200+27+18=1245
Series 1200+27+20=1247
Series 1200+27+22=1249
Series 1200+27+24=1251
Series 1200+27+27=1254
Series 1200+27+30=1257
Series 1200+27+33=1260
Series 1200+3+36=1239
Series 1200+3+39=1242
Series 1200+3+43=1246
Series 1200+3+47=1250
Series 1200+3+51=1254
Series 1200+3+56=1259
Series 1200+30+13=1243
Series 1200+30+15=1245
Series 1200+30+16=1246
Series 1200+30+18=1248
Series 1200+30+20=1250
Series 1200+30+22=1252
Series 1200+30+24=1254
Series 1200+30+27=1257
Series 1200+30+30=1260
Series 1200+30+7.5=1237.5
Series 1200+30+8.2=1238.2
Series 1200+30+9.1=1239.1
Series 1200+3.3+36=1239.3
Series 1200+3.3+39=1242.3
Series 1200+3.3+43=1246.3
Series 1200+3.3+47=1250.3
Series 1200+3.3+51=1254.3
Series 1200+3.3+56=1259.3
Series 1200+33+13=1246
Series 1200+33+15=1248
Series 1200+33+16=1249
Series 1200+33+18=1251
Series 1200+33+20=1253
Series 1200+33+22=1255
Series 1200+33+24=1257
Series 1200+33+27=1260
Series 1200+33+4.7=1237.7
Series 1200+33+5.1=1238.1
Series 1200+33+5.6=1238.6
Series 1200+33+6.2=1239.2
Series 1200+33+6.8=1239.8
Series 1200+33+7.5=1240.5
Series 1200+33+8.2=1241.2
Series 1200+33+9.1=1242.1
Series 1200+3.6+36=1239.6
Series 1200+3.6+39=1242.6
Series 1200+3.6+43=1246.6
Series 1200+3.6+47=1250.6
Series 1200+3.6+51=1254.6
Series 1200+3.6+56=1259.6
Series 1200+36+13=1249
Series 1200+36+1.5=1237.5
Series 1200+36+15=1251
Series 1200+36+1.6=1237.6
Series 1200+36+16=1252
Series 1200+36+1.8=1237.8
Series 1200+36+18=1254
Series 1200+36+2=1238
Series 1200+36+20=1256
Series 1200+36+2.2=1238.2
Series 1200+36+22=1258
Series 1200+36+2.4=1238.4
Series 1200+36+24=1260
Series 1200+36+2.7=1238.7
Series 1200+36+3=1239
Series 1200+36+3.3=1239.3
Series 1200+36+3.6=1239.6
Series 1200+36+3.9=1239.9
Series 1200+36+4.3=1240.3
Series 1200+36+4.7=1240.7
Series 1200+36+5.1=1241.1
Series 1200+36+5.6=1241.6
Series 1200+36+6.2=1242.2
Series 1200+36+6.8=1242.8
Series 1200+36+7.5=1243.5
Series 1200+36+8.2=1244.2
Series 1200+36+9.1=1245.1
Series 1200+3.9+36=1239.9
Series 1200+3.9+39=1242.9
Series 1200+3.9+43=1246.9
Series 1200+3.9+47=1250.9
Series 1200+3.9+51=1254.9
Series 1200+3.9+56=1259.9
Series 1200+39+1.3=1240.3
Series 1200+39+13=1252
Series 1200+39+1.5=1240.5
Series 1200+39+15=1254
Series 1200+39+1.6=1240.6
Series 1200+39+16=1255
Series 1200+39+1.8=1240.8
Series 1200+39+18=1257
Series 1200+39+2=1241
Series 1200+39+20=1259
Series 1200+39+2.2=1241.2
Series 1200+39+22=1261
Series 1200+39+2.4=1241.4
Series 1200+39+2.7=1241.7
Series 1200+39+3=1242
Series 1200+39+3.3=1242.3
Series 1200+39+3.6=1242.6
Series 1200+39+3.9=1242.9
Series 1200+39+4.3=1243.3
Series 1200+39+4.7=1243.7
Series 1200+39+5.1=1244.1
Series 1200+39+5.6=1244.6
Series 1200+39+6.2=1245.2
Series 1200+39+6.8=1245.8
Series 1200+39+7.5=1246.5
Series 1200+39+8.2=1247.2
Series 1200+39+9.1=1248.1
Series 1200+4.3+36=1240.3
Series 1200+4.3+39=1243.3
Series 1200+4.3+43=1247.3
Series 1200+4.3+47=1251.3
Series 1200+4.3+51=1255.3
Series 1200+4.3+56=1260.3
Series 1200+43+1.3=1244.3
Series 1200+43+13=1256
Series 1200+43+1.5=1244.5
Series 1200+43+15=1258
Series 1200+43+1.6=1244.6
Series 1200+43+16=1259
Series 1200+43+1.8=1244.8
Series 1200+43+18=1261
Series 1200+43+2=1245
Series 1200+43+2.2=1245.2
Series 1200+43+2.4=1245.4
Series 1200+43+2.7=1245.7
Series 1200+43+3=1246
Series 1200+43+3.3=1246.3
Series 1200+43+3.6=1246.6
Series 1200+43+3.9=1246.9
Series 1200+43+4.3=1247.3
Series 1200+43+4.7=1247.7
Series 1200+43+5.1=1248.1
Series 1200+43+5.6=1248.6
Series 1200+43+6.2=1249.2
Series 1200+43+6.8=1249.8
Series 1200+43+7.5=1250.5
Series 1200+43+8.2=1251.2
Series 1200+43+9.1=1252.1
Series 1200+4.7+33=1237.7
Series 1200+4.7+36=1240.7
Series 1200+4.7+39=1243.7
Series 1200+4.7+43=1247.7
Series 1200+4.7+47=1251.7
Series 1200+4.7+51=1255.7
Series 1200+4.7+56=1260.7
Series 1200+47+1.3=1248.3
Series 1200+47+13=1260
Series 1200+47+1.5=1248.5
Series 1200+47+15=1262
Series 1200+47+1.6=1248.6
Series 1200+47+1.8=1248.8
Series 1200+47+2=1249
Series 1200+47+2.2=1249.2
Series 1200+47+2.4=1249.4
Series 1200+47+2.7=1249.7
Series 1200+47+3=1250
Series 1200+47+3.3=1250.3
Series 1200+47+3.6=1250.6
Series 1200+47+3.9=1250.9
Series 1200+47+4.3=1251.3
Series 1200+47+4.7=1251.7
Series 1200+47+5.1=1252.1
Series 1200+47+5.6=1252.6
Series 1200+47+6.2=1253.2
Series 1200+47+6.8=1253.8
Series 1200+47+7.5=1254.5
Series 1200+47+8.2=1255.2
Series 1200+47+9.1=1256.1
Series 1200+5.1+33=1238.1
Series 1200+5.1+36=1241.1
Series 1200+5.1+39=1244.1
Series 1200+5.1+43=1248.1
Series 1200+5.1+47=1252.1
Series 1200+5.1+51=1256.1
Series 1200+5.1+56=1261.1
Series 1200+51+1.3=1252.3
Series 1200+51+1.5=1252.5
Series 1200+51+1.6=1252.6
Series 1200+51+1.8=1252.8
Series 1200+51+2=1253
Series 1200+51+2.2=1253.2
Series 1200+51+2.4=1253.4
Series 1200+51+2.7=1253.7
Series 1200+51+3=1254
Series 1200+51+3.3=1254.3
Series 1200+51+3.6=1254.6
Series 1200+51+3.9=1254.9
Series 1200+51+4.3=1255.3
Series 1200+51+4.7=1255.7
Series 1200+51+5.1=1256.1
Series 1200+51+5.6=1256.6
Series 1200+51+6.2=1257.2
Series 1200+51+6.8=1257.8
Series 1200+51+7.5=1258.5
Series 1200+51+8.2=1259.2
Series 1200+51+9.1=1260.1
Series 1200+5.6+33=1238.6
Series 1200+5.6+36=1241.6
Series 1200+5.6+39=1244.6
Series 1200+5.6+43=1248.6
Series 1200+5.6+47=1252.6
Series 1200+5.6+51=1256.6
Series 1200+5.6+56=1261.6
Series 1200+56+1.3=1257.3
Series 1200+56+1.5=1257.5
Series 1200+56+1.6=1257.6
Series 1200+56+1.8=1257.8
Series 1200+56+2=1258
Series 1200+56+2.2=1258.2
Series 1200+56+2.4=1258.4
Series 1200+56+2.7=1258.7
Series 1200+56+3=1259
Series 1200+56+3.3=1259.3
Series 1200+56+3.6=1259.6
Series 1200+56+3.9=1259.9
Series 1200+56+4.3=1260.3
Series 1200+56+4.7=1260.7
Series 1200+56+5.1=1261.1
Series 1200+56+5.6=1261.6
Series 1200+56+6.2=1262.2
Series 1200+6.2+33=1239.2
Series 1200+6.2+36=1242.2
Series 1200+6.2+39=1245.2
Series 1200+6.2+43=1249.2
Series 1200+6.2+47=1253.2
Series 1200+6.2+51=1257.2
Series 1200+6.2+56=1262.2
Series 1200+6.8+33=1239.8
Series 1200+6.8+36=1242.8
Series 1200+6.8+39=1245.8
Series 1200+6.8+43=1249.8
Series 1200+6.8+47=1253.8
Series 1200+6.8+51=1257.8
Series 1200+7.5+30=1237.5
Series 1200+7.5+33=1240.5
Series 1200+7.5+36=1243.5
Series 1200+7.5+39=1246.5
Series 1200+7.5+43=1250.5
Series 1200+7.5+47=1254.5
Series 1200+7.5+51=1258.5
Series 1200+8.2+30=1238.2
Series 1200+8.2+33=1241.2
Series 1200+8.2+36=1244.2
Series 1200+8.2+39=1247.2
Series 1200+8.2+43=1251.2
Series 1200+8.2+47=1255.2
Series 1200+8.2+51=1259.2
Series 1200+9.1+30=1239.1
Series 1200+9.1+33=1242.1
Series 1200+9.1+36=1245.1
Series 1200+9.1+39=1248.1
Series 1200+9.1+43=1252.1
Series 1200+9.1+47=1256.1
Series 1200+9.1+51=1260.1
Series 1.3+330+910=1241.3
Series 1.3+430+820=1251.3
Series 1.3+510+750=1261.3
Series 1.3+560+680=1241.3
Series 1.3+620+620=1241.3
Series 1.3+680+560=1241.3
Series 1.3+750+510=1261.3
Series 1.3+820+430=1251.3
Series 1.3+910+330=1241.3
Series 13+330+910=1253
Series 13+560+680=1253
Series 13+620+620=1253
Series 13+680+560=1253
Series 13+910+330=1253
Series 130+200+910=1240
Series 130+220+910=1260
Series 130+300+820=1250
Series 130+360+750=1240
Series 130+430+680=1240
Series 130+510+620=1260
Series 130+560+560=1250
Series 130+620+510=1260
Series 130+680+430=1240
Series 130+750+360=1240
Series 130+820+300=1250
Series 130+910+200=1240
Series 130+910+220=1260
Series 1.5+330+910=1241.5
Series 1.5+430+820=1251.5
Series 1.5+510+750=1261.5
Series 1.5+560+680=1241.5
Series 1.5+620+620=1241.5
Series 1.5+680+560=1241.5
Series 1.5+750+510=1261.5
Series 1.5+820+430=1251.5
Series 1.5+910+330=1241.5
Series 15+330+910=1255
Series 15+560+680=1255
Series 15+620+620=1255
Series 15+680+560=1255
Series 15+910+330=1255
Series 150+180+910=1240
Series 150+200+910=1260
Series 150+270+820=1240
Series 150+360+750=1260
Series 150+430+680=1260
Series 150+470+620=1240
Series 150+620+470=1240
Series 150+680+430=1260
Series 150+750+360=1260
Series 150+820+270=1240
Series 150+910+180=1240
Series 150+910+200=1260
Series 1.6+330+910=1241.6
Series 1.6+430+820=1251.6
Series 1.6+510+750=1261.6
Series 1.6+560+680=1241.6
Series 1.6+620+620=1241.6
Series 1.6+680+560=1241.6
Series 1.6+750+510=1261.6
Series 1.6+820+430=1251.6
Series 1.6+910+330=1241.6
Series 16+330+910=1256
Series 16+560+680=1256
Series 16+620+620=1256
Series 16+680+560=1256
Series 16+910+330=1256
Series 160+180+910=1250
Series 160+270+820=1250
Series 160+330+750=1240
Series 160+470+620=1250
Series 160+620+470=1250
Series 160+750+330=1240
Series 160+820+270=1250
Series 160+910+180=1250
Series 1.8+330+910=1241.8
Series 1.8+430+820=1251.8
Series 1.8+510+750=1261.8
Series 1.8+560+680=1241.8
Series 1.8+620+620=1241.8
Series 1.8+680+560=1241.8
Series 1.8+750+510=1261.8
Series 1.8+820+430=1251.8
Series 1.8+910+330=1241.8
Series 18+330+910=1258
Series 18+470+750=1238
Series 18+560+680=1258
Series 18+620+620=1258
Series 18+680+560=1258
Series 18+750+470=1238
Series 18+910+330=1258
Series 180+240+820=1240
Series 180+330+750=1260
Series 180+390+680=1250
Series 180+510+560=1250
Series 180+560+510=1250
Series 180+680+390=1250
Series 180+750+330=1260
Series 180+820+240=1240
Series 2+330+910=1242
Series 2+430+820=1252
Series 2+510+750=1262
Series 2+560+680=1242
Series 2+620+620=1242
Series 2+680+560=1242
Series 2+750+510=1262
Series 2+820+430=1252
Series 2+910+330=1242
Series 20+330+910=1260
Series 20+470+750=1240
Series 20+560+680=1260
Series 20+620+620=1260
Series 20+680+560=1260
Series 20+750+470=1240
Series 20+910+330=1260
Series 200+220+820=1240
Series 200+240+820=1260
Series 200+300+750=1250
Series 200+360+680=1240
Series 200+430+620=1250
Series 200+620+430=1250
Series 200+680+360=1240
Series 200+750+300=1250
Series 200+820+220=1240
Series 200+820+240=1260
Series 2.2+330+910=1242.2
Series 2.2+430+820=1252.2
Series 2.2+510+750=1262.2
Series 2.2+560+680=1242.2
Series 2.2+620+620=1242.2
Series 2.2+680+560=1242.2
Series 2.2+750+510=1262.2
Series 2.2+820+430=1252.2
Series 2.2+910+330=1242.2
Series 22+330+910=1262
Series 22+470+750=1242
Series 22+560+680=1262
Series 22+620+620=1262
Series 22+680+560=1262
Series 22+750+470=1242
Series 22+910+330=1262
Series 220+270+750=1240
Series 220+360+680=1260
Series 220+470+560=1250
Series 220+510+510=1240
